Product Id,Variant Id,Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
'1000000665805645','1000020408803940',fairy-leggings,Fairy Leggings,"<p>Show off your youthful spirit with these eye-catching Fairy Leggings. This design features a gorgeous colorful print with beautiful fairies hiding in the woods, pink flowers and trees, all incorporated in a dominant green. Wear these stunning leggings to yoga, the gym, or as a statement piece in your everyday wardrobe.</p>

<h2>Why You'll Love It</h2>
<ul>
  <li>Made from a buttery-soft, squat-proof fabric that feels like a second skin.</li>
  <li>Full-length coverage for maximum comfort and confidence during any activity.</li>
  <li>Features a vibrant fairy print that wraps around the leg.</li>
  <li>Designed with a comfortable and flattering high waistband.</li>
  <li>Perfect for yoga, running, gym workouts, or everyday wear.</li>
  <li>The four-way stretch fabric allows for a full range of motion.</li>
  <li>Easy care: machine wash cold, tumble dry low.</li>
  <li>Material: [Fabric composition will be added after further details]</li>
</ul>",DAKOfits,Leggings,"colorful vibrant,fairies,fairy,mysterybox,mystic",TRUE,,,Size,XS,Color,multi,,,,136,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknruguxtaojygeAdqnrv.jpeg,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665805645','1000020408803941',fairy-leggings,,,,,,,,,,S,,multi,,,,142,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknruguxtaojygeAdqnrr.jpeg,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805645','1000020408803942',fairy-leggings,,,,,,,,,,M,,multi,,,,153,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknruguxtaojygeAdqnrs.jpeg,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805645','1000020408803943',fairy-leggings,,,,,,,,,,L,,multi,,,,162,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknruguxtaojygeAdqnrt.jpeg,4,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805645','1000020408803944',fairy-leggings,,,,,,,,,,XL,,multi,,,,181,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknruguxtaojygeAdqnru.jpeg,5,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805646','1000020408803930',ripped-flesh-leggings,Ripped Flesh Leggings,"<p>The DAKOfits Ripped Flesh Leggings offer an edgy and undeniably bold look. These leggings feature a hyperrealistic ripped flesh print over a sleek black base, creating a daring aesthetic that's sure to turn heads. They're ideal for the woman who isn't afraid to express her individuality and wants to make a statement.</p>

<h2>Why You'll Love It</h2>

<ul>
  <li>Full-length coverage provides a smooth, streamlined silhouette that flatters every figure.</li>
  <li>The squat-proof fabric ensures total confidence during workouts and everyday activities.</li>
  <li>Four-way stretch allows for unrestricted movement, making them perfect for yoga, gym sessions, running, or lounging.</li>
  <li>Experience a buttery-soft feel against your skin for all-day comfort.</li>
  <li>The wide, comfortable waistband stays in place without digging or rolling down.</li>
  <li>The vibrant print wraps seamlessly around the leg for a striking, continuous design.</li>
  <li>Easy care: Machine wash cold, tumble dry low.</li>
  <li>Made from durable, high-quality fabric designed to last.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/ripped-flesh-capris-1"" style=""color: #00d1b5; text-decoration: underline;"">Ripped Flesh Capris</a></li>
  <li><a href=""/products/ripped-flesh-meggings"" style=""color: #00d1b5; text-decoration: underline;"">Ripped Flesh Meggings</a></li>
  <li><a href=""/products/ripped-flesh-youth-leggings"" style=""color: #00d1b5; text-decoration: underline;"">Ripped Flesh Youth Leggings</a></li>
</ul>

<!--rfx4-related-orphans-->
<p><strong>You may also like:</strong> <a href=""https://DAKOfits.com/products/ripped-flesh-capris"">Ripped Flesh Capris</a> · <a href=""https://DAKOfits.com/products/ripped-flesh-kids-leggings"">Ripped Flesh Kid's Leggings</a></p>
",DAKOfits,Leggings,"active wear,activewear,biker,black,blood,bright,bright red,colorful,colorful and vibrant,colorful vibrant,crossfit,dance,dancewear,evil,fitness,fitness leggings,gothic,gothic evil,gym,gym / workout,gymwear,halloween,horror,leggings,leggings sportswear,red,red and black,ripped flesh,vibrant,yoga,yoga leggings,yoga wear,yogaleggings,yogawear,zen,zen yoga",TRUE,,,Size,XS,Color,black,,,,136,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrugxxtaojygeAdqnrq.jpeg,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665805646','1000020408803931',ripped-flesh-leggings,,,,,,,,,,S,,black,,,,142,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrugxxtaojygeAdqnjs.jpeg,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805646','1000020408803932',ripped-flesh-leggings,,,,,,,,,,M,,black,,,,153,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrugxxtaojygeAdqnjt.jpeg,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805646','1000020408803933',ripped-flesh-leggings,,,,,,,,,,L,,black,,,,162,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrugxxtaojygeAdqnju.jpeg,4,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805646','1000020408803934',ripped-flesh-leggings,,,,,,,,,,XL,,black,,,,181,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrugxxtaojygeAdqnjv.jpeg,5,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805647','1000020408803935',gun-holster-hunting-leggings,Gun Holster Hunting Leggings,"<p>Show off your passion for the great outdoors with these Gun Holster Hunting Leggings. The realistic print features a detailed gun and knife design with a leather holster effect, perfect for adding a touch of country flair to your everyday style. These leggings are designed for the woman who loves to combine fashion with her love for hunting, whether at the range or running errands.</p>
<h2>Why You'll Love It</h2>
<ul>
 <li>Squat-proof fabric ensures maximum coverage and confidence during workouts.</li>
 <li>Enjoy a buttery-soft feel against your skin for all-day comfort.</li>
 <li>Features a comfortable waistband that stays in place without digging in.</li>
 <li>The full-length design offers complete coverage for yoga, gym sessions, or running.</li>
 <li>The realistic gun holster print wraps around the leg, creating a unique and eye-catching look.</li>
 <li>Made with a four-way stretch fabric that moves with you for unrestricted movement.</li>
 <li>These leggings are easy to care for and maintain their vibrant print wash after wash.</li>
 <li>Designed for versatility, these leggings transition seamlessly from workouts to everyday wear.</li>
</ul>",DAKOfits,Leggings,"2nd skin,activewear,denim,guns,jeans,mysterybox,patriot,realistic,sport,sports",TRUE,,,Size,XS,Color,Denim,,,,136,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrugCxtaojygeAdqnrw.jpeg,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665805647','1000020408803936',gun-holster-hunting-leggings,,,,,,,,,,S,,Denim,,,,142,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrugCxtaojygeAdqnjw.jpeg,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805647','1000020408803937',gun-holster-hunting-leggings,,,,,,,,,,M,,Denim,,,,153,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrugCxtaojygeAdqnjy.jpeg,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805647','1000020408803938',gun-holster-hunting-leggings,,,,,,,,,,L,,Denim,,,,162,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrugCxtaojygeAdqnjx.jpeg,4,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805647','1000020408803939',gun-holster-hunting-leggings,,,,,,,,,,XL,,Denim,,,,181,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrugCxtaojygeAdqnjz.jpeg,5,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805648','1000020408803945',zen-as-f-yoga-leggings,Zen as F@#$ Yoga Leggings,"<p>Embrace your inner peace (and a touch of sass) with our Zen as F@#$ Yoga Leggings. Featuring a mindful and playful design, these leggings are for the woman who loves comfort and unique style, whether at yoga, the gym, or simply embracing a comfortable day.</p>
<h2>Why You'll Love It</h2>
<ul>
 <li>Embrace your inner peace (and your inner rebel) with this unique print.</li>
 <li>Full-length coverage provides confidence and a flattering silhouette.</li>
 <li>High waistband offers a comfortable and secure fit that stays in place during workouts.</li>
 <li>Squat-proof fabric ensures worry-free movement during any activity.</li>
 <li>Buttery-soft fabric feels like a second skin for ultimate comfort.</li>
 <li>Four-way stretch allows for a full range of motion, whether you're in yoga or on a run.</li>
 <li>The unique print wraps around the leg, creating a visually stunning effect.</li>
 <li>Perfect for yoga, gym sessions, running errands, or lounging at home.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/zen-as-f-yoga-capris"" style=""color: #00d1b5; text-decoration: underline;"">Zen as F@#$ Yoga Capris</a></li>
  <li><a href=""/products/orange-paisley-leggings"" style=""color: #00d1b5; text-decoration: underline;"">Orange Paisley Leggings</a></li>
  <li><a href=""/products/blue-and-navy-henna-tattoo-yoga-capris"" style=""color: #00d1b5; text-decoration: underline;"">Blue and Navy Henna Tattoo Yoga Capris</a></li>
</ul>",DAKOfits,Leggings,"activewear,mysterybox,sport,sports,upsell6=yoga,yoga,yoga leggings,yoga pants,yogapants,zen,zen as fuck leggings,zen yoga",TRUE,,,Size,XS,Color,Green,,,,136,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknruhaxtaojygeAdqnrz.jpeg,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665805648','1000020408803946',zen-as-f-yoga-leggings,,,,,,,,,,S,,Green,,,,142,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknruhaxtaojygeAdqnry.jpeg,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805648','1000020408803947',zen-as-f-yoga-leggings,,,,,,,,,,M,,Green,,,,153,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknruhaxtaojygeAdqnrx.jpeg,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805648','1000020408803948',zen-as-f-yoga-leggings,,,,,,,,,,L,,Green,,,,162,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805648','1000020408803949',zen-as-f-yoga-leggings,,,,,,,,,,XL,,Green,,,,181,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805649','1000020408803950',yeah-i-ride-like-a-girl-leggings,"Yeah, I ride like a girl Leggings","<p>Unleash your inner daredevil with these Yeah, I Ride Like A Girl leggings. Bold and playful, these leggings are perfect for the woman who lives life on her own terms and isn't afraid to show it. Whether you're hitting the gym or just cruising around town, these leggings will turn heads and spark conversations.</p>
<h2>Why You'll Love It</h2>
<ul>
 <li>Made for movement: perfect for yoga, gym sessions, running errands, or lounging at home.</li>
 <li>The vibrant print wraps around your legs, creating a dynamic and eye-catching look.</li>
 <li>Enjoy a buttery-soft feel that moves with you, like a second skin.</li>
 <li>Squat-proof fabric offers full coverage and confidence during any activity.</li>
 <li>Features a comfortable, no-dig waistband that stays in place.</li>
 <li>Four-way stretch fabric that moves with you, providing maximum flexibility.</li>
 <li>Easy care: Machine wash cold, tumble dry low.</li>
 <li>82% polyester, 18% spandex for a perfect blend of comfort and durability.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/yeah-i-ride-like-a-girl-capris"" style=""color: #00d1b5; text-decoration: underline;"">Yeah, I ride like a girl Capris</a></li>
</ul>",DAKOfits,Leggings,"biker,biker girl leggings,biker leggings,i ride like a girl,mysterybox,upsell5=biker",TRUE,,,Size,XS,Color,black/white,,,,136,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknruhextaojygeAdqnzx.jpeg,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665805649','1000020408803951',yeah-i-ride-like-a-girl-leggings,,,,,,,,,,S,,black/white,,,,142,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknruhextaojygeAdqnzq.jpeg,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805649','1000020408803952',yeah-i-ride-like-a-girl-leggings,,,,,,,,,,M,,black/white,,,,153,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknruhextaojygeAdqnzr.jpeg,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805649','1000020408803953',yeah-i-ride-like-a-girl-leggings,,,,,,,,,,L,,black/white,,,,162,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknruhextaojygeAdqnzs.jpeg,4,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805649','1000020408803954',yeah-i-ride-like-a-girl-leggings,,,,,,,,,,XL,,black/white,,,,181,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknruhextaojygeAdqnzt.jpeg,5,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805650','1000020408803955',octopus-tentacles-leggings,Octopus Tentacles Leggings,"<p>Make a splash with our Octopus Tentacles Leggings. These leggings feature a mesmerizing print of realistic octopus tentacles, wrapping around your legs for a truly unique and eye-catching look. Designed for the confident woman who loves to stand out, these leggings bring a touch of the ocean's mystery to your activewear collection.</p>
<h2>Why You'll Love It</h2>
<ul>
  <li>Featuring a striking, photorealistic octopus tentacles print that wraps fully around the leg.</li>
  <li>Made of 82% polyester and 18% spandex for optimal stretch and comfort.</li>
  <li>Squat-proof fabric ensures maximum coverage and confidence during workouts.</li>
  <li>Buttery-soft feel that feels like a second skin.</li>
  <li>Wide, comfortable waistband that stays in place without digging in.</li>
  <li>Four-way stretch material moves with you for maximum flexibility during yoga, gym sessions, or running.</li>
  <li>Perfect for yoga, running, or everyday wear.</li>
  <li>Easy care: Machine wash cold, tumble dry low.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/octopus-tentacles-capris"" style=""color: #00d1b5; text-decoration: underline;"">Octopus Tentacles Capris</a></li>
</ul>",DAKOfits,Leggings,"animal,diving,mysterybox,scuba",TRUE,,,Size,XS,Color,Grey,,,,136,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrvgaxtaojygeAdqobx.jpeg,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665805650','1000020408803956',octopus-tentacles-leggings,,,,,,,,,,S,,Grey,,,,142,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrvgaxtaojygeAdqobq.jpeg,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805650','1000020408803957',octopus-tentacles-leggings,,,,,,,,,,M,,Grey,,,,153,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrvgaxtaojygeAdqobr.jpeg,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665805650','1000020408803958',octopus-tentacles-leggings,,,,,,,,,,L,,Grey,,,,162,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdmobzgexdambqgaxdmnrvhaxdknrvgaxtaojygeAdqobs.jpeg,4,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
